,0
75786,1
66047,1
104641,1
10717,0
33201,0
43763,0
87041,1
5086,0
25662,0
49669,0
18311,0
26127,0
34089,0
71378,1
36446,0
111131,1
99218,1
1513,0
3441,1
66460,1
52744,0
54922,0
86651,1
33320,0
38074,0
22878,0
15753,0
36203,0
13711,0
41413,0
27517,0
49624,0
30242,0
44734,0
45406,0
23683,1
22383,1
56483,0
6031,0
13875,0
9215,0
65072,1
30398,0
26741,0
113168,1
45273,0
108866,1
111671,1
80058,1
95847,1
71630,1
67387,1
75354,1
113776,1
22953,0
45827,0
108400,1
8566,0
70956,1
71540,1
30412,1
56680,0
94772,1
62560,1
58611,0
84860,1
11486,0
63119,1
112760,1
67115,1
108369,1
4055,0
103851,1
9191,0
30232,0
8637,0
725,0
49621,0
23387,0
13107,0
109318,1
26387,1
73944,1
97529,1
108312,1
67345,1
38899,0
4052,0
14924,0
57084,0
39011,0
96692,1
61091,0
25709,0
78006,1
99299,1
24263,0
107461,1
23625,0
65860,1
110585,1
66143,1
12781,0
46373,0
20465,0
68286,1
105688,1
2369,0
2160,0
142,0
7755,0
55870,0
68865,1
79439,1
20201,0
77131,1
64229,1
2454,0
31283,0
26288,0
1738,0
22516,0
76328,1
32642,0
108759,1
26938,1
69456,1
27116,0
26334,0
64624,1
41188,0
60699,0
88634,1
46406,0
19864,0
68139,1
68253,1
33131,0
44434,0
64485,1
60030,0
81578,1
101829,1
32802,0
13204,0
15806,0
110410,1
40125,0
5952,0
88513,1
13861,0
15455,0
110353,1
9585,0
7135,0
40346,0
5335,0
12650,0
80720,1
102601,1
85366,1
80740,1
10072,0
25208,1
34960,0
33548,0
13335,0
109153,1
93367,1
77417,1
85479,1
83798,1
73207,1
113711,1
21004,0
72765,1
110616,1
79635,1
62867,1
22049,0
75472,1
68534,1
41587,0
15174,0
38016,0
87679,1
34702,0
28598,0
44751,0
61720,1
54410,0
63821,1
4208,0
45618,0
23952,0
20865,0
93295,1
39168,0
99475,1
51751,0
6316,1
41706,0
81264,1
33921,0
28432,0
36591,0
4034,1
73003,1
73316,1
71217,1
77793,1
106713,1
40635,0
15439,0
36823,0
92772,1
36431,0
40779,0
68344,1
16620,0
96933,1
65701,1
56231,0
51922,0
20901,0
67871,1
67913,1
102805,1
27620,1
9920,0
54772,0
94661,1
33934,0
85979,1
49514,0
101888,1
80441,1
15170,0
84009,1
75944,1
108799,1
8950,0
111244,1
79496,1
54874,0
74155,1
81793,1
56122,0
109440,1
106749,1
66039,1
84948,1
41774,0
35851,0
88840,1
2386,0
79149,1
111751,1
67028,1
74009,1
53160,0
571,0
22258,0
58299,0
40828,0
90372,1
23746,0
27856,1
37507,0
105903,1
87944,1
21576,0
52717,0
72214,1
104005,1
32842,0
55849,0
14975,0
45107,0
99358,1
1982,0
31402,0
18163,0
48349,0
71672,1
12102,0
22688,0
59695,0
70944,1
4744,0
28677,0
64707,1
42528,0
78135,1
69211,1
88362,1
23650,0
63768,1
107750,1
48285,0
97038,1
20106,0
12738,0
107789,1
95246,1
19856,0
46959,0
63641,1
87573,1
108451,1
68468,1
99832,1
3937,0
84809,1
33569,0
108894,1
14707,0
89609,1
70371,1
96450,1
112555,1
109617,1
97242,1
109282,1
64101,1
85284,1
57029,0
62569,1
73674,1
36788,0
106844,1
14077,0
67145,1
66399,1
32855,0
5890,1
77489,1
8388,0
18458,0
549,1
76361,1
110307,1
71434,1
18225,0
28153,0
8052,0
71560,1
12549,0
24765,0
40570,0
68217,1
1795,0
45139,0
38170,0
24457,0
34391,0
58001,0
29395,0
67389,1
92567,1
100943,1
110891,1
20913,0
7208,0
38352,0
22755,0
18651,0
113886,1
14017,0
46080,0
49310,0
106208,1
80869,1
53768,0
29091,0
78028,1
14160,0
85094,1
27227,1
59961,0
72254,1
58465,0
96334,1
81591,1
47071,0
38516,0
24872,0
50192,0
49645,0
49635,0
95029,1
91877,1
72603,1
87071,1
80797,1
70817,1
90835,1
90884,1
19596,0
45828,0
21445,0
90055,1
19973,0
8041,0
15179,0
30904,0
56715,0
91589,1
28458,0
65821,1
64711,1
77053,1
9543,0
91326,1
16895,0
100157,1
107815,1
30230,0
50609,0
8003,1
15951,0
66642,1
43711,0
71159,1
87452,1
43453,0
104124,1
63279,1
24763,1
49795,0
57086,0
97859,1
6956,0
96819,1
82607,1
50935,0
43964,0
102630,1
31394,0
23981,0
15632,1
50400,0
9034,1
2156,0
108307,1
113466,1
70833,1
60317,0
103728,1
10720,0
7322,0
65784,1
81213,1
72961,1
37723,0
25801,0
44105,0
110436,1
55285,0
99964,1
100638,1
2631,0
41128,0
56473,0
15165,0
11152,0
85662,1
48293,0
18224,0
22561,0
79304,1
113959,1
111597,1
31513,0
107228,1
88486,1
60268,0
93227,1
35312,0
84407,1
72772,1
77137,1
47050,0
39856,0
73967,1
11267,0
89015,1
33214,0
10887,0
8376,0
35123,0
4656,0
22213,0
61373,1
34596,0
76422,1
83971,1
87862,1
76399,1
49124,0
63586,1
80413,1
35765,0
35291,0
95070,1
77447,1
25420,0
79581,1
85121,1
57958,0
45984,0
68405,1
64392,1
68510,1
3579,0
34225,0
20193,0
77954,1
87112,1
22616,0
17599,1
77044,1
111104,1
59394,0
95819,1
63180,1
54057,0
41258,0
23028,0
92683,1
34851,0
77039,1
25265,0
20391,0
93644,1
18278,0
30927,0
69485,1
42634,0
68625,1
62249,1
87590,1
90657,1
58152,0
83830,1
9339,0
3529,0
59669,0
18443,0
1436,0
11589,0
79136,1
55146,0
24144,0
87687,1
76332,1
23886,0
69274,1
91541,1
101795,1
86802,1
81705,1
75172,1
2628,1
77593,1
71559,1
80821,1
64196,1
2664,0
39331,0
90554,1
68255,1
50854,0
83783,1
49059,0
74180,1
58608,0
89396,1
42197,0
37857,0
90134,1
95401,1
77138,1
9150,0
76863,1
1665,1
70003,1
79785,1
107911,1
111451,1
104499,1
53649,0
68025,1
68317,1
3063,0
43742,0
58431,0
56366,0
53984,0
43737,0
32898,0
77828,1
13902,1
71088,1
360,0
2875,0
63097,1
109591,1
105252,1
44460,0
111123,1
11957,0
37876,0
97998,1
82355,1
37294,0
2312,0
55180,0
110537,1
22622,0
78391,1
70501,1
113278,1
74167,1
25640,1
75565,1
94110,1
69182,1
102535,1
7641,1
166,0
87954,1
72091,1
42614,0
66670,1
35296,0
84188,1
13003,0
16948,0
25262,0
36547,0
83950,1
8174,0
1524,0
18047,0
42452,0
58763,0
41160,0
53956,0
11608,0
41165,0
41225,0
33657,0
46008,0
71392,1
89128,1
77191,1
91394,1
54213,0
38780,0
7379,0
34405,0
33650,0
1012,1
7019,0
59007,0
25968,0
37281,0
70743,1
21897,1
80163,1
93189,1
63079,1
76695,1
107922,1
9694,1
54414,0
2535,0
69040,1
2300,0
43974,0
109551,1
78723,1
18647,0
5023,0
87521,1
65677,1
45158,0
78413,1
56055,0
34230,0
104449,1
69268,1
90254,1
552,0
51913,0
70278,1
42495,0
5636,0
87840,1
47612,0
97304,1
108810,1
16267,0
77134,1
96543,1
69487,1
95956,1
9429,0
45381,0
109871,1
107195,1
66841,1
40941,0
105056,1
110235,1
73876,1
61147,0
63891,1
40541,0
103424,1
72493,1
3957,0
76109,1
31670,0
74095,1
74578,1
14,0
1510,0
60472,0
43324,0
32949,0
33452,0
101880,1
19078,0
78188,1
21808,1
81240,1
57578,0
34490,0
1250,0
32697,0
53202,0
105647,1
67001,1
19985,0
24091,0
17702,0
37806,0
72764,1
85115,1
24979,0
91547,1
6404,0
54029,0
36507,0
112824,1
1070,0
65880,1
70861,1
46207,0
98915,1
77476,1
76419,1
40058,0
54489,0
66524,1
47546,0
40453,0
85941,1
109378,1
75209,1
99791,1
54947,0
73667,1
27787,0
46587,0
84435,1
24352,0
21325,0
68071,1
48873,0
91875,1
835,0
30040,0
17930,0
96089,1
75843,1
77116,1
2086,1
60115,0
91632,1
77150,1
92579,1
6577,1
91848,1
60969,0
16238,0
108077,1
86732,1
89908,1
17902,1
81797,1
49834,0
31786,0
99966,1
70999,1
43473,0
99221,1
92816,1
78090,1
6423,0
85638,1
50771,0
77840,1
50944,0
104539,1
102503,1
94337,1
90395,1
50539,0
42077,0
89273,1
84462,1
101968,1
94363,1
94200,1
87336,1
87927,1
68339,1
8644,0
4086,0
23004,0
90721,1
27051,0
23506,0
81822,1
59508,0
64604,1
34674,0
79161,1
70752,1
68728,1
53789,0
85151,1
88159,1
68145,1
1876,0
5368,0
80486,1
104535,1
46498,0
95644,1
113009,1
86006,1
9663,1
90571,1
41505,0
64468,1
94016,1
104504,1
53413,0
47091,0
28003,1
79042,1
18262,0
26763,0
33936,0
107474,1
73312,1
63317,1
100181,1
101387,1
109120,1
70166,1
5768,0
37277,0
102564,1
104133,1
4938,0
2745,1
71669,1
18788,0
92709,1
5593,0
35700,0
79621,1
12734,0
59700,0
2129,0
69614,1
59120,0
91445,1
20571,0
98083,1
99770,1
69576,1
91707,1
67998,1
45239,0
80008,1
14934,0
53193,0
13150,1
79225,1
21461,1
97091,1
20379,0
48231,0
48106,0
111178,1
67436,1
54004,0
110528,1
27180,0
102676,1
64471,1
53730,0
93066,1
21993,1
8899,1
108472,1
81353,1
91946,1
81302,1
32612,0
45214,0
51748,0
86563,1
38973,0
97261,1
11428,0
12203,0
19217,0
104574,1
80385,1
97115,1
58642,0
45160,0
74146,1
52621,0
7690,0
69266,1
81501,1
92073,1
102678,1
103854,1
53453,0
12093,0
37371,0
82132,1
8410,0
89516,1
58192,0
92614,1
101238,1
109498,1
98383,1
69189,1
30385,0
6624,0
1399,0
30254,0
30598,1
71882,1
101521,1
50533,0
19942,0
21189,0
67727,1
109101,1
64567,1
65656,1
25311,0
28930,0
34445,0
88913,1
23900,0
74748,1
83238,1
31413,0
14885,0
60240,0
57803,0
101735,1
21124,0
58221,0
77297,1
41044,0
64302,1
23838,0
85228,1
41799,0
49087,0
62018,1
81364,1
5923,0
83576,1
58682,0
79933,1
8690,0
99111,1
99340,1
36202,0
28852,0
110848,1
14263,0
87802,1
94788,1
4509,0
60734,0
91643,1
112238,1
92848,1
84263,1
30655,0
99193,1
16941,0
54422,0
56444,0
57271,0
59741,0
59846,0
1102,0
16989,0
45720,0
72145,1
110157,1
19971,0
24347,0
97768,1
107838,1
49558,0
21509,0
78023,1
96688,1
28415,0
9717,0
112230,1
97205,1
69719,1
38635,0
36617,0
18198,0
92469,1
113837,1
95922,1
41538,0
92741,1
6834,0
109527,1
63396,1
53148,0
65443,1
49816,0
73924,1
49447,0
28882,0
63866,1
39961,0
17072,0
107520,1
106050,1
88586,1
79649,1
55482,0
21723,0
104360,1
67513,1
24042,1
88467,1
4756,0
40378,0
75394,1
5708,0
38835,0
102190,1
15659,0
22111,0
629,0
1309,0
21262,1
53264,0
12177,1
80390,1
24265,0
27568,0
26229,0
73895,1
98338,1
60842,0
41835,0
16053,0
97783,1
65243,1
21293,1
24794,0
45172,0
45838,0
24188,0
99208,1
85357,1
58312,0
63704,1
42207,0
93178,1
19370,1
28127,0
110956,1
40688,0
15594,1
101332,1
82782,1
90002,1
96988,1
61927,1
54238,0
2972,0
71006,1
37696,0
15978,0
78604,1
91584,1
28820,0
74920,1
98664,1
43183,0
72304,1
70880,1
44152,0
4412,0
3581,0
97861,1
62173,1
1034,1
111798,1
22126,0
14671,0
8831,0
70811,1
35698,0
51234,0
52979,0
33556,0
69459,1
55152,0
82366,1
5794,0
107150,1
38489,0
16838,0
38026,0
15315,0
4351,0
25881,0
2472,0
96052,1
98333,1
61713,1
103746,1
38481,0
36795,0
17280,0
85619,1
32764,0
27727,0
74293,1
29057,0
28560,0
111022,1
91335,1
101953,1
31752,0
45422,0
4638,0
34935,0
9439,0
104106,1
91036,1
106666,1
39150,0
112154,1
14357,0
89747,1
31409,0
85816,1
3972,0
64757,1
59998,0
44911,0
13272,0
788,1
104319,1
44133,0
109155,1
99089,1
15535,0
61442,1
41892,0
58869,0
104896,1
53925,0
81633,1
16130,0
72447,1
33445,0
17850,0
107794,1
37556,0
47555,0
70323,1
54562,0
6335,0
8211,0
81622,1
43142,0
47807,0
91380,1
58343,0
38990,0
108984,1
10655,0
45432,0
87346,1
102865,1
88189,1
106054,1
48570,0
77759,1
93169,1
74204,1
75190,1
81237,1
73048,1
106271,1
12263,1
9147,0
52325,0
101472,1
102283,1
109342,1
76084,1
85567,1
112546,1
20329,0
16512,0
75586,1
16817,1
107206,1
79790,1
84764,1
15303,0
97566,1
56481,0
28137,0
100726,1
68295,1
98781,1
36567,0
50635,0
87264,1
45372,0
39597,0
7055,0
30608,0
57410,0
5566,0
38484,0
70838,1
94506,1
82195,1
96082,1
4889,0
10891,0
95553,1
57783,0
9607,0
105610,1
24228,0
59643,0
93542,1
33683,0
6333,1
67938,1
50366,0
68836,1
55566,0
62005,1
92577,1
6810,0
32800,0
94719,1
41137,0
66442,1
85001,1
96920,1
30319,0
99689,1
18759,0
81083,1
56746,0
56249,0
23465,0
15448,0
52596,0
51809,0
45663,0
65582,1
24463,0
102323,1
9581,0
14254,0
31755,0
68826,1
67468,1
77459,1
109382,1
63649,1
101552,1
61891,1
27504,0
17296,0
113958,1
35285,0
18817,0
107165,1
63299,1
79279,1
28106,0
68497,1
67087,1
100742,1
109052,1
40295,0
108770,1
61225,0
113030,1
101491,1
50238,0
32433,0
16085,0
61349,1
19238,0
98394,1
36465,0
16970,0
62855,1
39181,0
103607,1
13123,0
71324,1
105423,1
3105,0
87668,1
100761,1
40858,0
75417,1
60373,0
59989,0
79549,1
71599,1
109385,1
24036,0
101175,1
61577,1
83588,1
94584,1
67232,1
71566,1
9377,0
25352,0
99736,1
54310,0
103961,1
770,0
36686,0
14466,0
48225,0
64752,1
68970,1
40647,0
29844,0
95811,1
39655,0
110195,1
98732,1
68665,1
2080,0
84796,1
24906,0
112026,1
43098,0
48979,0
57340,0
78204,1
29792,0
46077,0
38294,0
96975,1
67127,1
27955,0
36905,0
58632,0
56450,0
83493,1
55840,0
79427,1
71485,1
75029,1
75429,1
68091,1
38837,0
23602,0
107873,1
99419,1
67682,1
91770,1
66967,1
62289,1
32995,0
92590,1
21923,0
35320,0
10985,0
29696,0
75321,1
8753,0
91798,1
3881,0
52161,0
59081,0
403,0
14371,0
101768,1
45846,0
26819,0
57263,0
30114,0
34897,0
7532,0
47188,0
81275,1
89000,1
72904,1
46477,0
26149,1
49345,0
14334,0
29330,0
111273,1
16179,0
78558,1
45937,0
76311,1
92231,1
72513,1
105366,1
104941,1
69536,1
50657,0
109772,1
10922,1
93646,1
17634,0
110060,1
44585,0
100322,1
719,1
20038,0
81324,1
90010,1
61445,1
45173,0
29433,0
51884,0
62629,1
36683,0
67474,1
88720,1
24180,0
59581,0
53985,0
111745,1
95209,1
46116,0
49346,0
60237,0
69358,1
51123,0
91867,1
82279,1
97153,1
93203,1
70366,1
43903,0
92206,1
65782,1
85146,1
80562,1
58481,0
47470,0
41945,0
5363,0
97882,1
88142,1
96583,1
50049,0
92403,1
48029,0
34556,0
24132,0
95592,1
25310,0
93979,1
61241,0
31887,0
56254,0
104071,1
54676,0
12809,0
22802,0
87670,1
52528,0
9124,0
8203,0
95555,1
42215,0
10076,0
74569,1
20888,0
84123,1
68555,1
102666,1
28961,0
14786,0
28741,0
3385,0
86811,1
103212,1
74166,1
57472,0
75753,1
74874,1
23021,0
81493,1
78401,1
24833,0
113336,1
17504,0
13873,1
6663,0
102573,1
16037,1
103463,1
112138,1
43904,0
78734,1
92905,1
106731,1
23801,0
113759,1
97954,1
89141,1
23956,0
68,0
4184,0
86779,1
12563,0
113285,1
53454,0
31225,0
42138,0
91060,1
17382,0
22423,0
105661,1
6083,0
70572,1
63402,1
80111,1
55454,0
110944,1
98537,1
58585,0
76973,1
56620,0
13638,0
16039,1
22785,0
33318,0
10646,0
44180,0
99081,1
24285,0
47000,0
35097,0
51239,0
80215,1
76141,1
43791,0
37408,0
3922,0
41715,0
21374,0
25355,0
15007,0
68735,1
108004,1
99927,1
71288,1
18572,0
105864,1
31004,0
112094,1
103908,1
7475,0
70419,1
99390,1
33166,0
23507,0
10528,0
34035,0
73565,1
95501,1
22681,0
65107,1
62503,1
89036,1
8699,0
63263,1
42724,0
64486,1
22670,0
100762,1
1157,0
70017,1
84362,1
52706,0
12366,0
66334,1
79881,1
35976,0
70800,1
33305,0
54160,0
93972,1
29389,0
44852,0
49483,0
8340,0
52679,0
20903,0
29048,0
62037,1
86366,1
23673,0
79107,1
1754,0
23168,1
70996,1
44638,0
29064,0
22060,0
70736,1
109838,1
69937,1
47719,0
65260,1
73970,1
63584,1
23321,0
68381,1
92289,1
31224,1
69349,1
106766,1
41712,0
58542,0
60352,0
107261,1
102987,1
5627,1
41215,0
59756,0
61465,1
49968,0
7996,0
10056,0
26723,0
13343,0
24538,0
75495,1
57254,0
10570,0
100953,1
44095,0
6178,0
40613,0
68980,1
20970,1
40815,0
86270,1
19977,0
82088,1
9268,0
27269,1
83580,1
69461,1
34294,0
51429,0
7819,0
100481,1
28532,0
26575,0
14849,0
84864,1
76773,1
46870,0
113654,1
4258,0
4568,0
35393,0
6075,0
21618,1
76480,1
87055,1
111291,1
65273,1
94150,1
107241,1
4481,0
25817,0
107369,1
70472,1
43550,0
61001,0
37866,0
90967,1
3131,0
61044,0
33613,0
90880,1
66453,1
23785,0
3327,0
68744,1
68028,1
2915,0
37775,0
49513,0
72465,1
17652,0
93253,1
46965,0
71668,1
46436,0
80875,1
8380,0
66017,1
20565,0
20758,0
104450,1
81877,1
51997,0
77696,1
107603,1
45942,0
109897,1
113914,1
38992,0
93427,1
86525,1
63059,1
56285,0
111367,1
46952,0
107748,1
53444,0
53777,0
75984,1
86185,1
10131,0
41254,0
103986,1
16666,0
73914,1
80027,1
80931,1
93430,1
5594,1
62331,1
49655,0
97423,1
31712,0
42832,0
27451,0
42421,0
66079,1
11780,0
27769,0
20560,0
75614,1
82967,1
86490,1
100876,1
52950,0
23753,0
2427,0
15355,0
81991,1
102193,1
104564,1
34668,0
102387,1
42669,0
95424,1
65011,1
4969,0
63737,1
7164,1
11064,0
64622,1
12600,1
6741,1
43909,0
21099,1
89985,1
453,0
20550,0
36730,0
104142,1
75097,1
96829,1
13888,0
105691,1
99096,1
62996,1
87196,1
34173,0
14935,0
15445,0
84501,1
72836,1
70200,1
93108,1
65535,1
36753,0
50916,0
3250,0
5085,0
74575,1
49486,0
38335,0
63336,1
89822,1
73224,1
20427,0
98257,1
33783,0
9545,1
84201,1
108046,1
104078,1
65901,1
24544,0
14022,1
32987,0
17274,1
84303,1
21772,0
85469,1
55852,0
111077,1
65326,1
109638,1
6279,0
13140,1
11854,0
2205,0
3765,0
35487,0
31540,0
107392,1
8689,0
92250,1
68261,1
107598,1
74081,1
108716,1
59461,0
14672,0
87149,1
21959,0
52718,0
17925,0
50969,0
37043,0
106493,1
94250,1
83274,1
54170,0
7178,0
65371,1
45716,0
50872,0
64277,1
29533,0
26365,0
40630,0
50601,0
32972,0
80908,1
113094,1
63182,1
70564,1
4224,0
57430,0
110584,1
7272,1
103476,1
65230,1
26200,0
73977,1
97931,1
92030,1
49901,0
29235,0
8433,1
97676,1
93543,1
12647,1
94960,1
17701,0
62916,1
80491,1
31486,0
94258,1
715,0
41329,0
66629,1
76301,1
18843,0
83512,1
39362,0
64913,1
91469,1
103663,1
16599,0
41110,0
56258,0
3189,0
5700,0
96722,1
96382,1
41929,0
106739,1
62441,1
94309,1
31341,0
34364,0
59632,0
19468,0
72288,1
15298,0
1766,0
92135,1
56512,0
77932,1
63083,1
106093,1
110612,1
21465,0
23130,0
95573,1
97212,1
87404,1
16965,0
101205,1
15279,0
50641,0
66829,1
112120,1
32316,0
68624,1
103008,1
74350,1
64542,1
27815,0
5484,0
82836,1
95567,1
20652,1
48832,0
33977,0
31954,0
34568,0
35387,0
35662,0
95496,1
8550,0
98703,1
93556,1
102369,1
45660,0
70883,1
42960,0
102203,1
66609,1
20918,0
48001,0
106538,1
99397,1
64755,1
98491,1
70222,1
3661,0
56883,0
63482,1
18524,0
84135,1
57815,0
33155,0
44871,0
89823,1
69786,1
99693,1
59863,0
112146,1
107897,1
33381,0
21303,0
77880,1
63932,1
36259,0
107629,1
32284,0
49184,0
34058,0
62188,1
47618,0
80344,1
10671,0
32206,0
62755,1
101243,1
81448,1
3589,0
96480,1
17844,0
103301,1
32290,0
5827,0
52470,0
45818,0
106730,1
104234,1
68135,1
10852,0
11650,0
110757,1
53901,0
36209,0
17654,0
79347,1
10533,1
72261,1
31527,0
49048,0
60670,0
14641,0
73721,1
17838,0
20821,0
24669,0
61893,1
66336,1
71997,1
100530,1
30382,1
1197,0
92641,1
56712,0
72921,1
90963,1
17027,0
99197,1
13282,0
110893,1
19207,0
30196,0
33647,0
101023,1
57310,0
47292,0
3503,0
60987,0
112246,1
19125,0
91297,1
53708,0
49790,0
69115,1
6626,0
19344,0
84329,1
21344,0
20110,0
90514,1
19424,0
108309,1
76791,1
43843,0
47621,0
69180,1
26556,0
38077,0
54473,0
53545,0
109611,1
33676,0
69008,1
61966,1
92442,1
2925,0
82198,1
29484,0
70199,1
71448,1
86990,1
112940,1
24140,0
59690,0
32614,0
39849,0
43194,0
62297,1
70247,1
66935,1
91746,1
96766,1
84978,1
35679,0
24804,0
74469,1
61853,1
9071,0
84994,1
100397,1
75245,1
67540,1
68050,1
13837,0
36130,0
67187,1
24527,0
69343,1
41106,0
83558,1
20190,0
68924,1
94818,1
38303,0
96728,1
112914,1
97330,1
59497,0
39668,0
5612,0
32811,0
63972,1
3667,0
106897,1
89992,1
18701,0
80350,1
32494,0
21972,0
36140,0
79196,1
41580,0
69800,1
89285,1
2502,0
70105,1
104503,1
97949,1
40765,0
57700,0
74617,1
55792,0
7085,1
45680,0
66308,1
46626,0
69470,1
12923,0
24054,0
10514,0
42862,0
87284,1
32694,0
9314,0
14435,0
61063,0
54353,0
104533,1
31590,0
78501,1
14487,0
51867,0
4885,1
68190,1
77199,1
61405,1
14067,0
22950,0
37329,0
30056,1
96666,1
39717,0
100536,1
49783,0
28476,0
8928,0
26408,1
99685,1
45909,0
91943,1
39290,0
93708,1
27992,0
7168,0
71215,1
88393,1
38084,0
60278,0
114110,1
40215,0
86192,1
19705,1
15717,0
53430,0
67300,1
16491,0
98347,1
112649,1
105013,1
35768,0
97725,1
22797,0
63808,1
72426,1
88662,1
109995,1
53492,0
112466,1
95589,1
114,0
30360,0
49852,0
83245,1
106512,1
39845,0
17413,0
111892,1
818,0
28205,0
92635,1
52877,0
80643,1
53731,0
96497,1
53738,0
487,0
114061,1
62982,1
111488,1
68127,1
3898,1
20478,0
53224,0
94246,1
63431,1
79180,1
92722,1
85930,1
109580,1
95498,1
34411,0
17351,0
102436,1
72039,1
25115,0
87086,1
29617,1
79245,1
47696,0
95729,1
61858,1
95810,1
58824,0
68532,1
9457,0
32596,0
39795,0
63877,1
71358,1
110221,1
26223,0
24453,0
12275,0
9555,1
83895,1
40979,0
28338,0
81354,1
72954,1
30502,0
105130,1
23700,0
44,0
48301,0
34031,0
51397,0
24357,0
76712,1
110710,1
61991,1
53465,0
10619,0
107606,1
111874,1
84775,1
112563,1
1438,0
12508,1
81341,1
93001,1
15844,0
20265,0
17312,0
83909,1
107415,1
38723,0
86443,1
22781,0
99914,1
60577,0
89707,1
8537,0
17857,0
51507,0
11466,0
12582,1
29529,0
49119,0
8225,0
94191,1
48386,0
5075,0
88766,1
12135,0
100551,1
75408,1
26118,0
70276,1
74928,1
105634,1
5960,0
73190,1
43041,0
8195,0
19644,0
30473,0
19104,0
35737,0
15262,0
49784,0
17951,0
81044,1
32938,0
73873,1
96514,1
46586,0
91296,1
98048,1
35516,0
19790,0
40179,0
57439,0
107180,1
90532,1
783,0
77211,1
101508,1
27074,0
13939,0
58842,0
113131,1
74478,1
99635,1
2387,0
44722,0
22719,0
38129,0
103774,1
13131,0
78476,1
97194,1
25378,0
101657,1
99057,1
39859,0
79669,1
77120,1
67344,1
83308,1
75406,1
65815,1
104559,1
25873,0
57835,0
33665,0
48201,0
58435,0
77080,1
113371,1
9350,0
25999,0
23282,0
37007,0
98493,1
99408,1
26731,0
76381,1
41888,0
95469,1
65675,1
42940,0
21800,0
32447,0
103748,1
73843,1
91290,1
22667,0
41357,0
6471,0
39615,0
60390,0
53372,0
27100,0
6634,0
12130,0
106227,1
43594,0
87289,1
16079,0
110605,1
29728,0
3519,0
58725,0
96812,1
12335,0
97867,1
50101,0
25742,0
92783,1
5354,0
9382,0
59833,0
62446,1
56506,0
64462,1
41055,0
104237,1
106096,1
113454,1
36213,0
72334,1
47204,0
9712,0
88479,1
98553,1
55145,0
25359,0
46705,0
44477,0
63148,1
14743,0
25362,0
26560,0
96237,1
91886,1
56000,0
2310,0
96046,1
107642,1
64117,1
83263,1
68822,1
46318,0
5985,0
54555,0
4904,0
19807,0
104873,1
8316,0
52230,0
83561,1
24310,0
88528,1
41921,0
31933,0
82459,1
45586,0
4056,1
12285,0
747,0
23001,0
59009,0
51780,0
79601,1
4826,0
64428,1
49451,0
32927,0
89520,1
4871,0
19805,0
71206,1
111835,1
30050,0
73487,1
78375,1
67969,1
48653,0
54778,0
52507,0
29983,0
82370,1
12762,1
105045,1
48028,0
88402,1
62423,1
30268,0
112481,1
2245,0
37706,0
113002,1
100012,1
105696,1
46021,0
13415,0
61508,1
35191,0
86565,1
34284,0
14486,0
59742,0
80151,1
63160,1
45263,0
94812,1
58054,0
79322,1
101737,1
14616,0
67908,1
17243,0
105761,1
103878,1
42784,0
72952,1
16979,0
72818,1
52358,0
104604,1
31487,0
44104,0
88897,1
60544,0
3369,0
105109,1
109818,1
79820,1
79240,1
98378,1
94901,1
96746,1
9517,0
108014,1
112928,1
65359,1
110487,1
68171,1
79794,1
70077,1
31724,0
10761,0
24840,0
13224,0
59963,0
89814,1
79860,1
22935,0
63818,1
103206,1
73519,1
62361,1
63183,1
7841,1
31306,0
4822,0
45967,0
59951,0
59176,0
103214,1
49020,0
3075,0
48157,0
105775,1
33279,0
37610,0
96531,1
1866,1
59609,0
57406,0
55548,0
74963,1
27615,1
60991,0
26730,0
87129,1
28769,1
6401,1
408,0
705,0
24391,0
97653,1
4444,0
5375,1
21248,0
33263,0
5149,0
78840,1
81159,1
65510,1
25988,0
105626,1
14083,0
17369,0
109706,1
39586,0
113236,1
4458,0
46880,0
59385,0
67732,1
27724,0
20462,0
111108,1
67488,1
71822,1
21254,0
56525,0
75358,1
627,0
56952,0
51064,0
113553,1
46651,0
2478,0
8324,0
20492,1
107727,1
58850,0
34679,0
96879,1
23100,0
81198,1
32731,0
105506,1
85173,1
19000,0
52795,0
10461,0
84834,1
67697,1
23147,0
73177,1
52232,0
83352,1
89444,1
83887,1
44273,0
74188,1
35288,0
10949,0
69836,1
101695,1
17734,0
30188,0
64364,1
75898,1
98813,1
101957,1
18974,0
17345,0
86774,1
28475,0
76769,1
26624,0
44963,0
89017,1
75409,1
38044,0
85526,1
41193,0
112809,1
14602,0
16197,0
77215,1
14490,0
32489,0
103931,1
31321,0
64470,1
87826,1
84643,1
105978,1
53896,0
113000,1
104274,1
75647,1
73303,1
69655,1
55386,0
15668,0
41285,0
31350,0
66074,1
99940,1
3771,0
5712,0
99674,1
41770,0
22312,1
59928,0
3000,0
9144,0
66045,1
107103,1
50760,0
20231,0
53993,0
68223,1
74243,1
103058,1
77863,1
54093,0
89225,1
102185,1
15961,0
80518,1
16974,0
28329,0
47580,0
9074,0
31059,0
65083,1
87520,1
6841,0
58474,0
24073,0
113751,1
105660,1
86251,1
79982,1
20570,0
19130,0
26429,0
41696,0
99604,1
88941,1
34921,0
95115,1
26150,0
94570,1
65933,1
49469,0
5569,0
66496,1
40700,0
60615,0
72116,1
99083,1
104253,1
37695,0
65928,1
27223,0
83337,1
33562,0
11161,0
